symbol,organ_name,icb_name3,icb_name2,icb_name4,com_type_code,icb_code1,icb_code2,icb_code3,icb_code4
TED,Tổng Công ty Tư vấn Thiết kế Giao thông Vận tải - CTCP,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
TET,Công ty Cổ phần Vải sợi May mặc Miền Bắc,Hàng cá nhân,Hàng cá nhân & Gia dụng,Hàng May mặc,CT,3000,3700,3760,3763
PAT,Công ty Cổ phần Phốt pho Apatit Việt Nam,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",CT,1000,1300,1350,1357
TGP,Công ty Cổ phần Trường Phú,Điện tử & Thiết bị điện,Hàng & Dịch vụ Công nghiệp,Hàng điện & điện tử,CT,2000,2700,2730,2733
TH1,Công ty Cổ phần Xuất nhập khẩu Tổng hợp I Việt Nam,Phân phối thực phẩm & dược phẩm,Bán lẻ,Phân phối thực phẩm,CT,5000,5300,5330,5337
MTB,Công ty Cổ phần Môi trường và Công trình đô thị tỉnh Thái Bình,Tư vấn & Hỗ trợ Kinh doanh,Hàng & Dịch vụ Công nghiệp,Chất thải & Môi trường,CT,2000,2700,2790,2799
VIH,Công ty Cổ phần Viglacera Hà Nội,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
TLP,Tổng Công ty Thương mại Xuất nhập khẩu Thanh Lễ - CTCP,Nước & Khí đốt,"Điện, nước & xăng dầu khí đốt",Phân phối xăng dầu & khí đốt,CT,7000,7500,7570,7573
THN,Công ty Cổ phần Cấp nước Thanh Hóa,Nước & Khí đốt,"Điện, nước & xăng dầu khí đốt",Nước,CT,7000,7500,7570,7577
THS,Công ty Cổ phần Thanh Hoa Sông Đà,Bán lẻ,Bán lẻ,Bán lẻ phức hợp,CT,5000,5300,5370,5373
VCX,Công ty Cổ phần Xi măng Yên Bình,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
THB,Công ty Cổ phần Bia Hà Nội - Thanh Hóa,Bia và đồ uống,Thực phẩm và đồ uống,Sản xuất bia,CT,3000,3500,3530,3533
VDL,Công ty Cổ phần Thực phẩm Lâm Đồng,Bia và đồ uống,Thực phẩm và đồ uống,Vang & Rượu mạnh,CT,3000,3500,3530,3535
BTB,Công ty Cổ phần Bia Hà Nội - Thái Bình,Bia và đồ uống,Thực phẩm và đồ uống,Sản xuất bia,CT,3000,3500,3530,3533
THD,Công ty Cổ phần Thaiholdings,Bất động sản,Bất động sản,"Tư Vấn, Định giá, Môi giới Bất động sản",CT,8000,8600,8630,8637
DTH,Công ty Cổ phần Dược - Vật tư Y tế Thanh Hóa,Thiết bị và Dịch vụ Y tế,Y tế,Thiết bị y tế,CT,4000,4500,4530,4535
THG,Công ty Cổ phần Đầu tư và Xây dựng Tiền Giang,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
VDN,Công ty Cổ phần Vinatex Đà Nẵng,Hàng cá nhân,Hàng cá nhân & Gia dụng,Hàng May mặc,CT,3000,3700,3760,3763
VDT,Công ty Cổ phần Lưới thép Bình Tây,Kim loại,Tài nguyên Cơ bản,Thép và sản phẩm thép,CT,1000,1700,1750,1757
VE2,Công ty Cổ phần Xây dựng Điện VNECO 2,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
VE3,Công ty Cổ phần Xây dựng điện VNECO 3,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
TNM,Công ty Cổ phần Xuất nhập khẩu và Xây dựng Công trình,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
TTH,Công ty Cổ phần Thương mại và Dịch vụ Tiến Thành,Kim loại,Tài nguyên Cơ bản,Thép và sản phẩm thép,CT,1000,1700,1750,1757
THT,Công ty Cổ phần Than Hà Tu - Vinacomin,Khai khoáng,Tài nguyên Cơ bản,Khai thác Than,CT,1000,1700,1770,1771
TAN,Công ty Cổ phần Cà phê Thuận An,Bia và đồ uống,Thực phẩm và đồ uống,Đồ uống & giải khát,CT,3000,3500,3530,3537
THW,Công ty Cổ phần Cấp nước Tân Hòa,Nước & Khí đốt,"Điện, nước & xăng dầu khí đốt",Nước,CT,7000,7500,7570,7577
TIG,Công ty Cổ phần Tập đoàn Đầu tư Thăng Long,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
TID,Công ty Cổ phần Tổng Công ty Tín Nghĩa,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
TIP,Công ty Cổ phần Phát triển Khu công nghiệp Tín Nghĩa,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
DTG,Công ty Cổ phần Dược phẩm Tipharco,Dược phẩm,Y tế,Dược phẩm,CT,4000,4500,4570,4577
TIS,Công ty Cổ phần Gang thép Thái Nguyên,Kim loại,Tài nguyên Cơ bản,Thép và sản phẩm thép,CT,1000,1700,1750,1757
TIX,Công ty Cổ phần Sản xuất Kinh doanh Xuất nhập khẩu Dịch vụ và Đầu tư Tân Bình,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
TJC,Công ty Cổ phần Dịch vụ Vận tải và Thương mại,Vận tải,Hàng & Dịch vụ Công nghiệp,Dịch vụ vận tải,CT,2000,2700,2770,2779
TKC,Công ty Cổ phần Xây dựng và Kinh doanh Địa ốc Tân Kỷ,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
TKG,Công ty Cổ phần Sản xuất và Thương mại Tùng Khánh,Kim loại,Tài nguyên Cơ bản,Thép và sản phẩm thép,CT,1000,1700,1750,1757
TLH,Công ty Cổ phần Tập đoàn Thép Tiến Lên,Kim loại,Tài nguyên Cơ bản,Thép và sản phẩm thép,CT,1000,1700,1750,1757
TKU,Công ty Cổ phần Công nghiệp Tung Kuang,Kim loại,Tài nguyên Cơ bản,Nhôm,CT,1000,1700,1750,1753
TLI,Công ty Cổ phần May Quốc tế Thắng Lợi,Hàng cá nhân,Hàng cá nhân & Gia dụng,Hàng May mặc,CT,3000,3700,3760,3763
TL4,Tổng Công ty Xây dựng Thủy lợi 4 - Công ty Cổ phần,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
TLT,Công ty Cổ phần Viglacera Thăng Long,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
VFR,Công ty Cổ phần Vận tải và Thuê tàu,Vận tải,Hàng & Dịch vụ Công nghiệp,Vận tải Thủy,CT,2000,2700,2770,2773
VUA,Công ty Cổ phần Chứng khoán Stanley Brothers,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,CK,8000,8700,8770,8777
TLG,Công ty Cổ phần Tập đoàn Thiên Long,Hàng gia dụng,Hàng cá nhân & Gia dụng,Đồ gia dụng một lần,CT,3000,3700,3720,3724
TTL,Tổng Công ty Thăng Long - Công ty Cổ phần,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
TNC,Công ty Cổ phần Cao su Thống Nhất,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",CT,1000,1300,1350,1353
MBS,Công ty Cổ phần Chứng khoán MB,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,CK,8000,8700,8770,8777
TMC,Công ty Cổ phần Thương mại Xuất nhập khẩu Thủ Đức,Nước & Khí đốt,"Điện, nước & xăng dầu khí đốt",Phân phối xăng dầu & khí đốt,CT,7000,7500,7570,7573
TNI,Công ty Cổ phần Tập đoàn Thành Nam,Kim loại,Tài nguyên Cơ bản,Thép và sản phẩm thép,CT,1000,1700,1750,1757
TMP,Công ty Cổ phần Thủy điện Thác Mơ,Sản xuất & Phân phối Điện,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT,7000,7500,7530,7535
TMS,Công ty Cổ phần Transimex,Vận tải,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT,2000,2700,2770,2777
TMT,Công ty Cổ phần Ô tô TMT,Ô tô và phụ tùng,Ô tô và phụ tùng,Sản xuất ô tô,CT,3000,3300,3350,3353
TNT,Công ty Cổ phần Tập đoàn TNT,Khai khoáng,Tài nguyên Cơ bản,Khai khoáng,CT,1000,1700,1770,1775
TMX,Công ty Cổ phần VICEM Thương mại Xi măng,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
TN1,Công ty Cổ phần Rox Key Holdings,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
TNA,Công ty Cổ phần Thương mại Xuất nhập khẩu Thiên Nam,Kim loại,Tài nguyên Cơ bản,Thép và sản phẩm thép,CT,1000,1700,1750,1757
TNB,Công ty Cổ phần Thép Nhà Bè - VNSTEEL,Kim loại,Tài nguyên Cơ bản,Thép và sản phẩm thép,CT,1000,1700,1750,1757
STH,Công ty Cổ phần Phát hành sách Thái Nguyên,Truyền thông,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa",CT,5000,5500,5550,5557
GDA,Công ty Cổ phần Tôn Đông Á,Kim loại,Tài nguyên Cơ bản,Thép và sản phẩm thép,CT,1000,1700,1750,1757
BAX,Công ty Cổ phần Thống Nhất,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
TPB,Ngân hàng Thương mại Cổ phần Tiên Phong,Ngân hàng,Ngân hàng,Ngân hàng,NH,8301,8300,8350,8355
TPP,Công ty Cổ phần Tân Phú Việt Nam,Hàng công nghiệp,Hàng & Dịch vụ Công nghiệp,Containers & Đóng gói,CT,2000,2700,2720,2723
TNP,Công ty Cổ phần Cảng Thị Nại,Vận tải,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT,2000,2700,2770,2777
TR1,Công ty Cổ phần Vận Tải 1 Traco,Vận tải,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT,2000,2700,2770,2777
TCJ,Công ty Cổ phần Tô Châu,Sản xuất thực phẩm,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT,3000,3500,3570,3573
TOP,Công ty Cổ phần Phân phối Top One,Bán lẻ,Bán lẻ,Bán lẻ phức hợp,CT,5000,5300,5370,5373
TOT,Công ty Cổ phần Transimex Logistics,Vận tải,Hàng & Dịch vụ Công nghiệp,Dịch vụ vận tải,CT,2000,2700,2770,2779
BCF,Công ty Cổ phần Thực phẩm Bích Chi,Sản xuất thực phẩm,Thực phẩm và đồ uống,Thực phẩm,CT,3000,3500,3570,3577
TPC,Công ty Cổ phần Nhựa Tân Đại Hưng,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",CT,1000,1300,1350,1353
TPH,Công ty Cổ phần In Sách giáo khoa tại Thành phố Hà Nội,Truyền thông,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa",CT,5000,5500,5550,5557
TAR,Công ty Cổ phần Nông nghiệp Công nghệ cao Trung An,Sản xuất thực phẩm,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT,3000,3500,3570,3573
TRA,Công ty Cổ phần Traphaco,Dược phẩm,Y tế,Dược phẩm,CT,4000,4500,4570,4577
TRC,Công ty Cổ phần Cao su Tây Ninh,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",CT,1000,1300,1350,1353
TCD,Công ty cổ phần Tập đoàn Xây dựng Tracodi,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
FCC,Công ty Cổ phần Liên hợp Thực phẩm,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
TRS,Công ty Cổ phần Vận tải và Dịch vụ Hàng Hải,Vận tải,Hàng & Dịch vụ Công nghiệp,Vận tải Thủy,CT,2000,2700,2770,2773
TDF,Công ty Cổ phần Trung Đô,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
TVB,Công ty Cổ phần Chứng khoán Trí Việt,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,CK,8000,8700,8770,8777
TS4,Công ty Cổ phần Thủy sản số 4,Sản xuất thực phẩm,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT,3000,3500,3570,3573
TSB,Công ty Cổ phần Ắc quy Tia Sáng,Điện tử & Thiết bị điện,Hàng & Dịch vụ Công nghiệp,Hàng điện & điện tử,CT,2000,2700,2730,2733
TSC,Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",CT,1000,1300,1350,1357
TSD,Công ty Cổ phần Du lịch Trường Sơn Coecco,Du lịch & Giải trí,Du lịch và Giải trí,Vận tải hành khách & Du lịch,CT,5000,5700,5750,5759
TST,Công ty Cổ phần Dịch vụ Kỹ thuật Viễn thông,Phần mềm & Dịch vụ Máy tính,Công nghệ Thông tin,Dịch vụ Máy tính,CT,9000,9500,9530,9533
TTA,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Trường Thành,Sản xuất & Phân phối Điện,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT,7000,7500,7530,7535
TTB,Công ty Cổ phần TTBGROUP,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
TTC,Công ty Cổ phần Gạch men Thanh Thanh,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
TTF,Công ty Cổ phần Tập đoàn Kỹ nghệ Gỗ Trường Thành,Lâm nghiệp và Giấy,Tài nguyên Cơ bản,Lâm sản và Chế biến gỗ,CT,1000,1700,1730,1733
TTG,Công ty Cổ phần May Thanh Trì,Hàng cá nhân,Hàng cá nhân & Gia dụng,Hàng May mặc,CT,3000,3700,3760,3763
HUB,Công ty Cổ phần Xây lắp Thừa Thiên Huế,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
TRT,Công ty Cổ phần RedstarCera,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
TTN,Công ty Cổ phần Công nghệ & Truyền thông Việt Nam,Viễn thông cố định,Viễn thông,Viễn thông cố định,CT,6000,6500,6530,6535
TTZ,Công ty Cổ phần Đầu tư Xây dựng và Công nghệ Tiến Trung,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
TQW,Công ty Cổ phần Cấp thoát nước Tuyên Quang,Nước & Khí đốt,"Điện, nước & xăng dầu khí đốt",Nước,CT,7000,7500,7570,7577
TV1,Công ty Cổ phần Tư vấn Xây dựng Điện 1,Tư vấn & Hỗ trợ Kinh doanh,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ KD,CT,2000,2700,2790,2791
TV2,Công ty Cổ phần Tư vấn Xây dựng Điện 2,Tư vấn & Hỗ trợ Kinh doanh,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ KD,CT,2000,2700,2790,2791
TV3,Công ty Cổ phần Tư vấn Xây dựng Điện 3,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
TV4,Công ty Cổ phần Tư vấn Xây dựng Điện 4,Tư vấn & Hỗ trợ Kinh doanh,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ KD,CT,2000,2700,2790,2791
TVA,Công ty cổ phần Sứ Viglacera Thanh Trì,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
TVC,Công ty Cổ phần Tập đoàn Quản lý Tài sản Trí Việt,Dịch vụ tài chính,Dịch vụ tài chính,Tài chính đặc biệt,CT,8000,8700,8770,8775
TVG,Công ty Cổ phần Tư vấn Đầu tư và Xây dựng Giao thông Vận tải,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
TVS,Công ty Cổ phần Chứng khoán Thiên Việt,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,CK,8000,8700,8770,8777
TYA,Công ty Cổ phần Dây và Cáp điện Taya Việt Nam,Điện tử & Thiết bị điện,Hàng & Dịch vụ Công nghiệp,Hàng điện & điện tử,CT,2000,2700,2730,2733
UCT,Công ty Cổ phần Đô thị Cần Thơ,Tư vấn & Hỗ trợ Kinh doanh,Hàng & Dịch vụ Công nghiệp,Chất thải & Môi trường,CT,2000,2700,2790,2799
UEM,Công ty Cổ phần Cơ điện Uông Bí - Vinacomin,Công nghiệp nặng,Hàng & Dịch vụ Công nghiệp,Máy công nghiệp,CT,2000,2700,2750,2757
UIC,Công ty Cổ phần Đầu tư Phát triển Nhà và Đô thị IDICO,Sản xuất & Phân phối Điện,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT,7000,7500,7530,7535
UMC,Công ty Cổ phần Công trình đô thị Nam Định,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
UPC,Công ty Cổ phần Phát triển Công viên Cây xanh và Đô thị Vũng Tàu,Nước & Khí đốt,"Điện, nước & xăng dầu khí đốt",Tiện ích khác,CT,7000,7500,7570,7575
UPH,Công ty Cổ phần Dược phẩm TW25,Dược phẩm,Y tế,Dược phẩm,CT,4000,4500,4570,4577
USC,Công ty Cổ phần Khảo sát và Xây dựng - USCO,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
USD,Công ty Cổ phần Công trình Đô thị Sóc Trăng,Tư vấn & Hỗ trợ Kinh doanh,Hàng & Dịch vụ Công nghiệp,Chất thải & Môi trường,CT,2000,2700,2790,2799
UXC,Công ty Cổ phần Chế biến Thủy sản Út Xi,Sản xuất thực phẩm,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT,3000,3500,3570,3573
V11,Công ty Cổ phần Xây dựng số 11,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
V12,Công ty Cổ phần Xây dựng số 12,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
V15,Công ty Cổ phần Xây dựng số 15,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
V21,Công ty Cổ phần Vinaconex 21,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
VAB,Ngân hàng Thương mại Cổ phần Việt Á,Ngân hàng,Ngân hàng,Ngân hàng,NH,8301,8300,8350,8355
VAF,Công ty Cổ phần Phân lân nung chảy Văn Điển,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",CT,1000,1300,1350,1357
VAV,Công ty Cổ phần VIWACO,Nước & Khí đốt,"Điện, nước & xăng dầu khí đốt",Nước,CT,7000,7500,7570,7577
VBC,"Công ty Cổ phần Nhựa, Bao bì Vinh",Hàng công nghiệp,Hàng & Dịch vụ Công nghiệp,Containers & Đóng gói,CT,2000,2700,2720,2723
VBH,Công ty Cổ phần Điện tử Bình Hòa,Điện tử & Thiết bị điện,Hàng & Dịch vụ Công nghiệp,Hàng điện & điện tử,CT,2000,2700,2730,2733
VC7,Công ty Cổ phần Tập đoàn BGI,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
VC1,Công ty Cổ phần Xây dựng số 1,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
VCF,Công ty Cổ phần VinaCafé Biên Hòa,Bia và đồ uống,Thực phẩm và đồ uống,Đồ uống & giải khát,CT,3000,3500,3530,3537
VC2,Công ty Cổ phần Đầu tư và Xây dựng VINA2,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
VCG,Tổng Công ty Cổ phần Xuất nhập khẩu và Xây dựng Việt Nam,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
VC3,Công ty Cổ phần Tập đoàn Nam Mê Kông,Bất động sản,Bất động sản,"Tư Vấn, Định giá, Môi giới Bất động sản",CT,8000,8600,8630,8637
VCT,Công ty Cổ phần Tư vấn Xây dựng Vinaconex,Tư vấn & Hỗ trợ Kinh doanh,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ KD,CT,2000,2700,2790,2791
VCM,Công ty Cổ phần BV Life,Tư vấn & Hỗ trợ Kinh doanh,Hàng & Dịch vụ Công nghiệp,Đào tạo & Việc làm,CT,2000,2700,2790,2793
TVT,Tổng Công ty Việt Thắng - CTCP,Hàng cá nhân,Hàng cá nhân & Gia dụng,Hàng May mặc,CT,3000,3700,3760,3763
VCR,Công ty Cổ phần Đầu tư và Phát triển Du lịch Vinaconex,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
VDB,Công ty Cổ phần Vận tải và Chế biến Than Đông Bắc,Khai khoáng,Tài nguyên Cơ bản,Khai thác Than,CT,1000,1700,1770,1771
VCS,Công ty Cổ phần VICOSTONE,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
VC5,Công ty Cổ phần Xây dựng Số 5,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
VDS,Công ty Cổ phần Chứng khoán Rồng Việt,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,CK,8000,8700,8770,8777
VC6,Công ty cổ phần Xây dựng và Đầu tư Visicons,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
VC9,Công ty Cổ phần Xây dựng số 9 - VC9,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
VCA,Công ty Cổ phần Thép VICASA - VNSTEEL,Kim loại,Tài nguyên Cơ bản,Thép và sản phẩm thép,CT,1000,1700,1750,1757
VEA,Tổng Công ty Máy động lực và Máy nông nghiệp Việt Nam - CTCP,Công nghiệp nặng,Hàng & Dịch vụ Công nghiệp,Máy công nghiệp,CT,2000,2700,2750,2757
VCB,Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam,Ngân hàng,Ngân hàng,Ngân hàng,NH,8301,8300,8350,8355
VE8,Công ty Cổ phần Xây dựng Điện Vneco 8,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
VEF,Công ty Cổ phần Trung tâm Hội chợ Triển lãm Việt Nam,Truyền thông,Truyền thông,Dịch vụ truyền thông,CT,5000,5500,5550,5555
VE4,Công ty Cổ phần Xây dựng điện VNECO4,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
VCC,Công ty Cổ phần Vinaconex 25,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
VEC,Tổng Công ty Cổ phần Điện tử và Tin học Việt Nam,Thiết bị và Phần cứng,Công nghệ Thông tin,Phần cứng,CT,9000,9500,9570,9572
VES,Công ty Cổ phần Đầu tư và Xây dựng Điện MÊ CA VNECO,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
VCI,Công ty Cổ phần Chứng khoán Vietcap,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,CK,8000,8700,8770,8777
VFG,Công ty Cổ phần Khử trùng Việt Nam,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",CT,1000,1300,1350,1357
CCV,Công ty Cổ phần Tư vấn Xây dựng Công nghiệp và Đô thị Việt Nam,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
VE9,Công ty Cổ phần Đầu tư và Xây dựng VNECO 9,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
CLM,Công ty Cổ phần Xuất nhập khẩu Than - Vinacomin,Khai khoáng,Tài nguyên Cơ bản,Khai thác Than,CT,1000,1700,1770,1771
VFS,Công ty Cổ phần Chứng khoán Nhất Việt,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,CK,8000,8700,8770,8777
VGP,Công ty Cổ phần Cảng Rau Quả,Vận tải,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT,2000,2700,2770,2777
VE1,Công ty Cổ phần Xây dựng điện VNECO 1,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
NDT,Tổng Công ty Cổ phần Dệt may Nam Định,Hàng cá nhân,Hàng cá nhân & Gia dụng,Hàng May mặc,CT,3000,3700,3760,3763
VHC,Công ty Cổ phần Vĩnh Hoàn,Sản xuất thực phẩm,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT,3000,3500,3570,3573
VHF,Công ty Cổ phần Xây dựng và Chế biến lương thực Vĩnh Hà,Sản xuất thực phẩm,Thực phẩm và đồ uống,Thực phẩm,CT,3000,3500,3570,3577
VHH,Công ty Cổ phần Đầu tư Kinh doanh nhà Thành Đạt,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
VHL,Công ty Cổ phần Viglacera Hạ Long,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
VFC,Công ty Cổ phần VINAFCO,Vận tải,Hàng & Dịch vụ Công nghiệp,Vận tải Thủy,CT,2000,2700,2770,2773
VGS,Công ty Cổ phần Ống thép Việt - Đức VG PIPE,Kim loại,Tài nguyên Cơ bản,Thép và sản phẩm thép,CT,1000,1700,1750,1757
VHG,Công ty Cổ phần Đầu tư và Phát triển Việt Trung Nam,Hàng công nghiệp,Hàng & Dịch vụ Công nghiệp,Công nghiệp phức hợp,CT,2000,2700,2720,2727
VGC,Tổng Công ty Viglacera - Công ty Cổ phần,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
VIC,Tập đoàn Vingroup - Công ty CP,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
VIB,Ngân hàng Thương mại Cổ phần Quốc tế Việt Nam,Ngân hàng,Ngân hàng,Ngân hàng,NH,8301,8300,8350,8355
VID,Công ty Cổ phần Đầu tư Phát triển Thương mại Viễn Đông,Lâm nghiệp và Giấy,Tài nguyên Cơ bản,Sản xuất giấy,CT,1000,1700,1730,1737
SB1,Công ty Cổ phần Bia Sài Gòn - Nghệ Tĩnh,Bia và đồ uống,Thực phẩm và đồ uống,Sản xuất bia,CT,3000,3500,3530,3533
PVO,Công ty Cổ phần Dầu nhờn PV Oil,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",CT,1000,1300,1350,1357
MBG,Công ty Cổ phần Tập đoàn MBG,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
VDP,Công ty Cổ phần Dược phẩm Trung ương VIDIPHA,Dược phẩm,Y tế,Dược phẩm,CT,4000,4500,4570,4577
