id,officer_name,officer_position,position_short_name,update_date,officer_own_percent,quantity,symbol
13,Vũ Hoài Nam,Phó Giám đốc,Phó GĐ,2025-02-14,0.0,0,PTT
14,Đỗ Lan Phương,Phụ trách Công bố thông tin,Phụ trách CBTT,2025-02-14,0.0,0,PTT
10,Đào Thanh Liêm,Chủ tịch Hội đồng Quản trị,Chủ tịch HĐQT,2025-02-19,0.0036,20000,PTS
8,Phạm Thị Ngọc Anh,Thành viên Hội đồng Quản trị/Kế toán trưởng,TV HĐQT/Kế toán trưởng,2025-02-19,0.0035467,19748,PTS
11,Nguyễn Trọng Thủy,Thành viên Hội đồng Quản trị/Tổng Giám đốc,TV HĐQT/TGĐ,2025-02-19,0.002,12456,PTS
1,Đào Mạnh Kiên,Thành viên Hội đồng Quản trị,TV HĐQT,2015-09-14,0.001796,10000,PTS
5,Nguyễn Minh Trường,Phó Tổng Giám đốc,Phó TGĐ,2025-02-19,0.0015,8600,PTS
3,Phạm Kim Anh,Thành viên Ban kiểm soát,TV BKS,2017-04-26,0.000568,3164,PTS
2,Nguyễn Minh Khiêm,Thành viên Ban kiểm soát,TV BKS,2015-09-14,0.0003,1714,PTS
9,Đỗ Thị Thúy,Phụ trách Công bố thông tin,Phụ trách CBTT,2025-02-19,8.53e-05,475,PTS
4,Phạm Hồng Anh,Trưởng Ban kiểm soát,Trưởng BKS,2023-04-19,0.0,0,PTS
6,Trịnh Chiến Chinh,Phó Tổng Giám đốc,Phó TGĐ,2025-02-19,0.0,0,PTS
7,Lâm Việt Hồng,Thành viên Hội đồng Quản trị,TV HĐQT,2025-02-19,0.0,0,PTS
7,Nguyễn Hồng Lâm,Thành viên Hội đồng Quản trị,TV HĐQT,2025-01-23,0.1534888,1023980,PTP
9,Đỗ Vân Anh,Thành viên Ban kiểm soát,TV BKS,2025-01-23,0.0246126,164200,PTP
4,Ngô Mạnh Hùng,Thành viên Hội đồng Quản trị/Tổng Giám đốc,TV HĐQT/TGĐ,2025-01-23,0.0065504,43700,PTP
2,Nguyễn Triệu Long,Trưởng Ban kiểm soát,Trưởng BKS,2024-04-15,0.001499,10000,PTP
5,Trần Khánh,Thành viên Hội đồng Quản trị/Phó Tổng Giám đốc/Phụ trách Công bố thông tin,TV HĐQT/Phó TGĐ/Phụ trách CBTT,2025-01-23,7.5e-05,500,PTP
6,Lê Hoàn,Kế toán trưởng/Thành viên Hội đồng Quản trị,Kế toán trưởng/TV HĐQT,2025-01-23,7.5e-05,500,PTP
10,Hoàng Trường Giang,Phó Tổng Giám đốc,Phó TGĐ,2025-01-23,0.0,0,PTP
3,Nguyễn Thị Minh Huyền,Chủ tịch Hội đồng Quản trị,Chủ tịch HĐQT,2025-01-23,0.0,0,PTP
8,Nguyễn Thị Thu Cúc,Thành viên Ban kiểm soát,TV BKS,2025-01-23,0.0,0,PTP
1,Hoàng Thị Quyên,Phó Tổng Giám đốc,Phó TGĐ,2023-02-23,0.0,0,PTP
10,Thân Quốc Tường,Thành viên Hội đồng Quản trị,TV HĐQT,2024-12-05,0.0306,36750,PTO
7,Nguyễn Thị Chinh,Tổng Giám đốc/Thành viên Hội đồng Quản trị,TGĐ/TV HĐQT,2023-01-16,0.0082,9840,PTO
8,Nguyễn Thị Ngọc Nga,Phụ trách Công bố thông tin,Phụ trách CBTT,2023-04-14,0.002,2400,PTO
1,Phan Thị Kim Thy,Kế toán trưởng,Kế toán trưởng,2017-06-16,0.0002,200,PTO
5,Trần Quang Minh Mẫn,Trưởng Ban kiểm soát,Trưởng BKS,2023-01-11,0.0,0,PTO
6,Nguyễn Thị Phương Thảo,Thành viên Ban kiểm soát,TV BKS,2023-01-11,0.0,0,PTO
4,Trần Quang Nghĩa,Thành viên Hội đồng Quản trị,TV HĐQT,2023-01-11,0.0,0,PTO
3,Nguyễn Thị Xuân,Thành viên Ban kiểm soát,TV BKS,2021-03-30,0.0,0,PTO
9,Mai Xuân Dung,Chủ tịch Hội đồng Quản trị,Chủ tịch HĐQT,2024-12-05,0.0,0,PTO
2,Lê Thị Thu Hà,Thành viên Hội đồng Quản trị,TV HĐQT,2021-03-30,0.0,0,PTO
11,Nguyễn Tấn Thụ,Chủ tịch Hội đồng Quản trị,Chủ tịch HĐQT,2024-09-17,0.00032,31700,PTL
2,Hà Quang Ấn,Thành viên Ban kiểm soát,TV BKS,2019-12-09,0.0,0,PTL
3,Nguyễn Trọng Tín,Thành viên Ban kiểm soát,TV BKS,2021-05-14,0.0,0,PTL
4,Nguyễn Phú Hùng,Giám đốc,GĐ,2021-06-11,0.0,0,PTL
5,Đoàn Thị Mượt,Phụ trách Công bố thông tin,Phụ trách CBTT,2021-08-19,0.0,0,PTL
6,Trương Tuấn Thành,Giám đốc Tài chính/Kế toán trưởng,GĐ Tài chính/Kế toán trưởng,2021-08-24,0.0,0,PTL
7,Nguyễn Quang Hưng,Thành viên Hội đồng Quản trị,TV HĐQT,2022-08-12,0.0,0,PTL
8,Nguyễn Trung Trí,Thành viên Hội đồng Quản trị,TV HĐQT,2022-08-12,0.0,0,PTL
9,Nguyễn Thị Huyền Mai,Người phụ trách quản trị công ty/Phụ trách Công bố thông tin,Người phụ trách quản trị công ty/Phụ trách CBTT,2024-01-02,0.0,0,PTL
10,Dương Văn Việt,Thành viên Hội đồng Quản trị,TV HĐQT,2024-03-28,0.0,0,PTL
1,Từ Thị Vy Uyên,Trưởng Ban kiểm soát,Trưởng BKS,2019-07-03,0.0,0,PTL
12,Nguyễn Tuấn Anh,Thành viên Hội đồng Quản trị độc lập,Thành viên HĐQT độc lập,2024-10-18,0.0,0,PTL
8,Cao Bá Huy,Phó Tổng Giám đốc,Phó TGĐ,2022-08-04,0.0002,17793,PTI
16,Bùi Thanh Hiền,Thành viên Ban kiểm soát,TV BKS,2025-02-06,0.0001537,13355,PTI
17,Trần Thị Minh,Thành viên Hội đồng Quản trị,TV HĐQT,2025-02-06,0.00014,11257,PTI
7,Nguyễn Minh Đức,Chủ tịch Hội đồng Quản trị,Chủ tịch HĐQT,2022-01-24,0.000105,8400,PTI
18,Lưu Phương Lan,Phó Tổng Giám đốc,Phó TGĐ,2025-02-06,1e-06,51,PTI
6,Nguyễn Thị Hà Ninh,Thành viên Ban kiểm soát,TV BKS,2021-07-14,0.0,0,PTI
9,Cao Thu Hiền,Kế toán trưởng,Kế toán trưởng,2022-10-26,0.0,0,PTI
10,Bùi Xuân Thu,Thành viên Hội đồng Quản trị/Tổng Giám đốc,TV HĐQT/TGĐ,2022-10-26,0.0,0,PTI
11,Nguyễn Kim Lân,Phó Tổng Giám đốc,Phó TGĐ,2023-10-23,0.0,0,PTI
12,Nghiêm Xuân Thái,Phó Tổng Giám đốc,Phó TGĐ,2024-02-06,0.0,6,PTI
13,Đoàn Kiên,Phó Tổng Giám đốc,Phó TGĐ,2024-02-06,0.0,0,PTI
14,Đỗ Quang Khánh,Phó Tổng Giám đốc,Phó TGĐ,2024-02-06,0.0,0,PTI
15,Mai Xuân Dũng,Thành viên Hội đồng Quản trị,TV HĐQT,2024-05-02,0.0,0,PTI
19,Park Ki Hyun,Thành viên Ban kiểm soát,TV BKS,2025-02-06,0.0,0,PTI
20,Ko Young Joo,Thành viên Hội đồng Quản trị,TV HĐQT,2025-02-06,0.0,0,PTI
21,Lê Xuân Bách,Phụ trách Công bố thông tin,Phụ trách CBTT,2025-02-06,0.0,0,PTI
1,Nguyễn Hữu Thắng,Trưởng Ban kiểm soát,Trưởng BKS,2016-04-20,0.0,0,PTI
22,Kim Kang Wook,Phó Chủ tịch Hội đồng Quản trị,Phó Chủ tịch HĐQT,2025-04-16,0.0,0,PTI
2,Bae Taeg Soo,Thành viên Ban kiểm soát,TV BKS,2018-08-29,0.0,0,PTI
3,Đỗ Ngọc Quỳnh,Thành viên Hội đồng Quản trị,TV HĐQT,2020-06-25,0.0,0,PTI
4,Nguyễn Hồ Nga,Thành viên Hội đồng Quản trị,TV HĐQT,2020-06-25,0.0,0,PTI
5,Ha Chan Ho,Thành viên Hội đồng Quản trị,TV HĐQT,2021-05-06,0.0,0,PTI
5,Bùi Trung Định,Thành viên Hội đồng Quản trị,TV HĐQT,2024-07-25,0.04953322,173523,PTH
4,Nguyễn Tiến Cường,Phó Giám đốc/Thành viên Hội đồng Quản trị,Phó GĐ/TV HĐQT,2024-07-25,0.03283432,115024,PTH
3,Nguyễn Tử Bình,Thành viên Hội đồng Quản trị/Giám đốc,TV HĐQT/GĐ,2024-07-25,0.03144215,110147,PTH
9,Lê Tự Cường,Phụ trách Công bố thông tin/Chủ tịch Hội đồng Quản trị,Phụ trách CBTT/Chủ tịch HĐQT,2024-08-08,0.03104137,108743,PTH
6,Dương Tú Oanh,Phó Giám đốc,Phó GĐ,2024-07-25,0.01750675,61329,PTH
1,Bùi Văn Thường,Phó Giám đốc,Phó GĐ,2015-09-14,0.0062,21885,PTH
8,Ngô Thị Vui,Kế toán trưởng,Kế toán trưởng,2024-07-25,0.00545364,19105,PTH
7,Ngô Ngọc Vĩnh,Thành viên Ban kiểm soát,TV BKS,2024-07-25,0.00212465,7443,PTH
2,Trần Thị Nhung,Thành viên Ban kiểm soát,TV BKS,2024-07-25,0.0017,5910,PTH
10,Chu Đức Hậu,Trưởng Ban kiểm soát,Trưởng BKS,2024-10-31,0.0,0,PTH
3,HUỲNH VĂN NGHI,Chủ tịch Hội đồng Quản trị,Chủ tịch HĐQT,2025-02-25,0.13349999,666930,PTG
4,HUỲNH MỸ LINH,Phó Tổng Giám đốc,Phó TGĐ,2025-02-25,0.1005,501945,PTG
5,Nguyễn Quốc Bình,Phó Chủ tịch Hội đồng Quản trị,Phó Chủ tịch HĐQT,2025-02-25,0.0646,322845,PTG
1,Ngô Thị Nam,Phụ trách Công bố thông tin/Phó Tổng Giám đốc,Phụ trách CBTT/Phó TGĐ,2015-09-14,0.03351,163000,PTG
6,Đặng Thùy Mai,Phó Tổng Giám đốc/Thành viên Hội đồng Quản trị,Phó TGĐ/TV HĐQT,2025-02-25,0.0308,153810,PTG
7,Đoàn Tấn Kiều,Thành viên Ban kiểm soát,TV BKS,2025-02-25,0.0193,96435,PTG
2,Lê Thanh Hoài Vũ,Tổng Giám đốc/Thành viên Hội đồng Quản trị,TGĐ/TV HĐQT,2025-02-25,0.0107782,53850,PTG
8,Huỳnh Thị Ngọc Chẩn,Kế toán trưởng/Giám đốc Tài chính,Kế toán trưởng/GĐ Tài chính,2025-02-25,0.0103,51670,PTG
9,Trần Thị Tuyết Thanh,Thành viên Hội đồng Quản trị,TV HĐQT,2025-02-25,0.0038,18700,PTG
10,Nguyễn Hữu Thắng,Thành viên Ban kiểm soát,TV BKS,2025-02-25,0.0018,9120,PTG
11,Nguyễn Tấn Vũ,Trưởng Ban kiểm soát,Trưởng BKS,2025-02-25,0.0009,4400,PTG
5,TRIỆU QUANG THUẬN,Chủ tịch Hội đồng Quản trị,Chủ tịch HĐQT,2025-02-20,0.1197,1451650,PTE
6,TRẦN TUẤN ĐẠT,Thành viên Hội đồng Quản trị/Tổng Giám đốc,TV HĐQT/TGĐ,2025-02-20,0.073,885550,PTE
4,Nguyễn Thành Phú,Thành viên Hội đồng Quản trị,TV HĐQT,2023-02-22,0.0414,502650,PTE
9,Trần Thị Phương Linh,Phó Tổng Giám đốc,Phó TGĐ,2025-02-20,0.0148,180560,PTE
7,Nguyễn Khắc Lâm,Thành viên Hội đồng Quản trị,TV HĐQT,2025-02-20,0.0119,145000,PTE
8,Phạm Quang Anh,Thành viên Hội đồng Quản trị,TV HĐQT,2025-02-20,0.0103,125682,PTE
3,Trần Xuân Lâm,Thành viên Ban kiểm soát,TV BKS,2015-09-14,0.00880034,106755,PTE
1,Bùi Song Hào,Phó Tổng Giám đốc,Phó TGĐ,2015-09-14,0.00723053,87712,PTE
10,TẠ ĐỨC THIỆM,Thành viên Ban kiểm soát,TV BKS,2025-02-20,0.0029,36309,PTE
11,Vũ Anh Phương,Trưởng phòng Tài chính - Kế toán,Trưởng phòng Tài chính - Kế toán,2025-02-20,0.00019,2450,PTE
2,Dương Việt Hoàn,Kế toán trưởng,Kế toán trưởng,2015-09-14,0.00015663,1900,PTE
12,Nguyễn Lam,Phụ trách Công bố thông tin,Phụ trách CBTT,2025-02-20,0.0,0,PTE
13,Đỗ Thị Thanh Yên,Thành viên Ban kiểm soát,TV BKS,2025-02-20,0.0,0,PTE
6,Tô Khải Đạt,Tổng Giám đốc,TGĐ,2024-12-13,0.2375,760000,PTD
8,HỒ THANH ĐỨC,Thành viên Hội đồng Quản trị,TV HĐQT,2024-12-13,0.05,160000,PTD
7,Trần Minh Trúc,Phó Tổng Giám đốc/Chủ tịch Hội đồng Quản trị,Phó TGĐ/Chủ tịch HĐQT,2024-12-13,0.05,160000,PTD
9,Nguyễn Hoàng Vũ,Kế toán trưởng,Kế toán trưởng,2024-12-13,0.0119,38000,PTD
1,"Yang, Pei Long",Thành viên Hội đồng Quản trị,TV HĐQT,2024-12-13,0.0063,20000,PTD
2,Hoàng Trường Giang,Thành viên Ban kiểm soát,TV BKS,2024-12-13,0.001875,6000,PTD
3,Trần Ngọc Tú,Thành viên Ban kiểm soát,TV BKS,2024-12-13,0.00125,4000,PTD
4,Dương Thị Ngọc Thùy,Trưởng Ban kiểm soát,Trưởng BKS,2024-12-13,0.0001563,500,PTD
5,BÙI QUANG HUÂN,Thành viên Hội đồng Quản trị,TV HĐQT,2024-12-13,0.0,0,PTD
3,Phạm Thị Thu Hà,Chủ tịch Hội đồng Quản trị,Chủ tịch HĐQT,2025-02-13,0.09,2900000,PTC
1,Trần Thị Kim Thoa,Thành viên Hội đồng Quản trị độc lập,Thành viên HĐQT độc lập,2017-01-04,0.0,0,PTC
2,Nguyễn Công Khởi,Tổng Giám đốc/Thành viên Hội đồng Quản trị,TGĐ/TV HĐQT,2017-10-13,0.0,0,PTC
4,Phạm Vĩnh Phú,Trưởng Ban kiểm soát,Trưởng BKS,2025-02-13,0.0,0,PTC
5,Trần Thị Len,Kế toán trưởng/Người phụ trách quản trị công ty,Kế toán trưởng/Người phụ trách quản trị công ty,2025-02-13,0.0,0,PTC
13,Lê  Vỹ,Chủ tịch Hội đồng Quản trị,Chủ tịch HĐQT,2025-04-14,0.1327,8882823,PTB
11,Lê Văn Thảo,Tổng Giám đốc/Phó Chủ tịch Hội đồng Quản trị,TGĐ/Phó Chủ tịch HĐQT,2025-04-14,0.087,5814860,PTB
12,Nguyễn Sỹ Hòe,Giám đốc Xí nghiệp/Thành viên Hội đồng Quản trị/Phó Tổng Giám đốc,GĐ Xí Nghiệp/TV HĐQT/Phó TGĐ,2025-04-14,0.063,4187829,PTB
3,Lê Văn Lộc,Giám đốc Chi nhánh/Thành viên Hội đồng Quản trị,GĐ chi nhánh/TV HĐQT,2025-02-03,0.061,4096305,PTB
5,Trần Thanh Cung,Phó Tổng Giám đốc/Thành viên Hội đồng Quản trị,Phó TGĐ/TV HĐQT,2025-02-03,0.043,2903501,PTB
4,Phan Quốc Hoài,Phụ trách Công bố thông tin/Thành viên Hội đồng Quản trị/Phó Tổng Giám đốc,Phụ trách CBTT/TV HĐQT/Phó TGĐ,2025-02-03,0.014,937443,PTB
6,Đỗ Xuân Lập,Thành viên Hội đồng Quản trị độc lập,Thành viên HĐQT độc lập,2025-02-03,0.005,332563,PTB
7,Bùi Thức Hùng,Trưởng Ban Kiểm toán nội bộ ,Trưởng BKT nội bộ ,2025-02-03,0.002,146567,PTB
2,Trần Hữu Đức,Thành viên Hội đồng Quản trị độc lập,Thành viên HĐQT độc lập,2024-02-06,0.0013,83951,PTB
1,Đặng Thị Tú Oanh,Thành viên Ban Kiểm toán nội bộ,Thành viên BKT nội bộ,2015-09-14,0.00018,12252,PTB
10,Nguyễn Thị Mỹ Loan,Kế toán trưởng,Kế toán trưởng,2025-02-03,0.0001,9000,PTB
9,Huỳnh Thị Huệ,Người phụ trách quản trị công ty,Người phụ trách quản trị công ty,2025-02-03,0.0,0,PTB
8,Trương Công Hoàng,Thành viên Ban Kiểm toán nội bộ,Thành viên BKT nội bộ,2025-02-03,0.0,0,PTB
5,Mai Hồng Khánh,Trưởng Ban kiểm soát,Trưởng BKS,2023-08-31,5.9e-05,1000,PSW
6,Lê Thanh Tùng,Phó Giám đốc,Phó GĐ,2023-08-31,3.5e-05,600,PSW
3,Bùi Trịnh Vân Anh,Thành viên Ban kiểm soát,TV BKS,2023-08-31,0.0,0,PSW
4,Phạm Thị Á Châu,Thành viên Ban kiểm soát,TV BKS,2023-08-31,0.0,0,PSW
7,Nguyễn Thành Công,Kế toán trưởng,Kế toán trưởng,2025-03-17,0.0,0,PSW
1,Phạm Quý Hiền,Thành viên Hội đồng Quản trị,TV HĐQT,2023-08-31,0.0,0,PSW
8,Nguyễn Công Bằng,Thành viên Hội đồng Quản trị/Giám đốc,TV HĐQT/GĐ,2025-04-15,0.0,0,PSW
2,Chu Văn Hách,Thành viên Hội đồng Quản trị,TV HĐQT,2023-08-31,0.0,0,PSW
8,Nguyễn Hải Bằng,Giám đốc/Thành viên Hội đồng Quản trị,GĐ/TV HĐQT,2025-02-18,0.0001,4000,PSP
9,Nguyễn Chí Trung,Phó Giám đốc,Phó GĐ,2025-02-18,6e-05,2400,PSP
6,Vũ Hữu An,Chủ tịch Hội đồng Quản trị,Chủ tịch HĐQT,2024-06-24,6e-05,2400,PSP
7,Nguyễn Tiên Phong,Thành viên Hội đồng Quản trị độc lập,Thành viên HĐQT độc lập,2025-02-07,6e-05,2400,PSP
5,Bùi Văn Đại,Thành viên Hội đồng Quản trị,TV HĐQT,2023-04-24,0.0,0,PSP
10,Đặng Kiến Nghiệp,Kế toán trưởng,Kế toán trưởng,2025-02-18,0.0,0,PSP
11,Vũ Văn Hùng,Phó Giám đốc,Phó GĐ,2025-02-18,0.0,0,PSP
1,Trần Duy Nguyên,Trưởng Ban kiểm soát,Trưởng BKS,2020-06-09,0.0,0,PSP
12,Vũ Ngọc Phách,Phó Giám đốc,Phó GĐ,2025-02-18,0.0,0,PSP
2,Nguyễn Bảo Thắng,Thành viên Ban kiểm soát,TV BKS,2021-05-18,0.0,0,PSP
3,Nguyễn Thành Trung,Thành viên Ban kiểm soát,TV BKS,2023-04-24,0.0,0,PSP
4,Cáp Trọng Cường,Thành viên Hội đồng Quản trị,TV HĐQT,2023-04-24,0.0,0,PSP
5,LÊ VĂN NGÀ,Chủ tịch Hội đồng Quản trị,Chủ tịch HĐQT,2024-03-22,7.5e-05,3000,PSN
6,Phạm Hùng Phương,Thành viên Hội đồng Quản trị/Giám đốc,TV HĐQT/GĐ,2024-03-22,7.5e-05,3000,PSN
10,Nguyễn Khắc Dũng,Phó Giám đốc,Phó GĐ,2024-06-19,5e-05,2000,PSN
4,Vũ Thanh Khiêm,Thành viên Hội đồng Quản trị,TV HĐQT,2024-03-22,0.0,0,PSN
3,Tô Ngọc Thụ,Phó Giám đốc/Thành viên Hội đồng Quản trị,Phó GĐ/TV HĐQT,2023-05-17,0.0,0,PSN
2,Trần Duy Nguyên,Trưởng Ban kiểm soát,Trưởng BKS,2020-09-25,0.0,0,PSN
7,Nguyễn Hữu Hoan,Phó Giám đốc,Phó GĐ,2024-03-22,0.0,0,PSN
8,Nguyễn Văn Mạnh,Kế toán trưởng,Kế toán trưởng,2024-03-22,0.0,0,PSN
9,Nguyễn Thị Duyên,Thành viên Ban kiểm soát,TV BKS,2024-03-22,0.0,0,PSN
1,Hoàng Sĩ Hiếu,Thành viên Ban kiểm soát,TV BKS,2017-06-26,0.0,0,PSN
2,Đỗ Văn Trong,Phó Giám đốc/Thành viên Hội đồng Quản trị,Phó GĐ/TV HĐQT,2025-02-13,0.0011866,14017,PSL
3,Vũ Quang Tiến,Thành viên Hội đồng Quản trị,TV HĐQT,2025-02-13,0.0003386,4000,PSL
5,Nguyễn Thị Diệu Linh,Thành viên Ban kiểm soát,TV BKS,2025-02-13,0.0,0,PSL
6,Nguyễn Thị Hiền,Thành viên Ban kiểm soát,TV BKS,2025-02-13,0.0,0,PSL
7,Lê Thị Anh,Kế toán trưởng,Kế toán trưởng,2025-02-13,0.0,0,PSL
1,Đinh Văn Hồng,Chủ tịch Hội đồng Quản trị,Chủ tịch HĐQT,2024-12-30,0.0,0,PSL
8,Trương Nguyễn Ngọc Hòa,Thành viên Ban kiểm soát,TV BKS,2025-02-17,0.0,0,PSL
4,Nguyễn Diên Anh Khoa,Thành viên Hội đồng Quản trị,TV HĐQT,2025-02-13,0.0,0,PSL
14,Nguyễn Mạnh Cường,Phó Giám đốc/Người phụ trách quản trị công ty,Phó GĐ/Người phụ trách quản trị công ty,2025-02-19,0.0007,42075,PSI
2,Phạm Anh Đức,Thành viên Hội đồng Quản trị độc lập,Thành viên HĐQT độc lập,2017-05-08,0.0,0,PSI
3,Trần Thị Minh Hiền,Phó Phòng Tài chính Kế toán,Phó Phòng Tài chính Kế toán,2018-10-08,0.0,0,PSI
4,Nguyễn  Mạnh Cường,Phó Giám đốc,Phó GĐ,2021-02-23,0.0,0,PSI
5,Đào Thị Phước,Giám đốc Chi nhánh Đà Nẵng,GĐ Chi nhánh Đà Nẵng,2023-02-20,0.0,0,PSI
6,Vũ Thị Trà My,Trưởng phòng Tài chính - Kế toán/Kế toán trưởng,Trưởng phòng Tài chính - Kế toán/Kế toán trưởng,2023-02-28,0.0,0,PSI
7,Nguyễn Xuân Hưng,Thành viên Hội đồng Quản trị/Phó Giám đốc,TV HĐQT/Phó GĐ,2023-04-06,0.0,0,PSI
1,Phạm Thu Thủy,Thành viên Ban kiểm soát,TV BKS,2016-08-30,0.0,0,PSI
9,Trịnh Thế Phương,Thành viên Hội đồng Quản trị,TV HĐQT,2025-02-10,0.0,300,PSI
10,Nguyễn Anh Tuấn,Chủ tịch Hội đồng Quản trị,Chủ tịch HĐQT,2025-02-10,0.0,75,PSI
11,Hồ Việt Hà,Thành viên Hội đồng Quản trị,TV HĐQT,2025-02-10,0.0,0,PSI
12,Bùi Thế Anh,Thành viên Ban kiểm soát,TV BKS,2025-02-10,0.0,25,PSI
13,Trần Tú Lan,Trưởng Ban Kiểm toán nội bộ /Phụ trách Công bố thông tin,Trưởng BKT nội bộ /Phụ trách CBTT,2025-02-10,0.0,0,PSI
8,Nguyễn Văn Nhiệm,Trưởng Ban kiểm soát,Trưởng BKS,2023-04-17,0.0,0,PSI
6,Mai Văn Huy,Chủ tịch Hội đồng Quản trị,Chủ tịch HĐQT,2025-02-04,0.4264,53806000,PSH
10,Bùi Văn Ninh,Kế toán trưởng,Kế toán trưởng,2025-02-11,0.0004003,50500,PSH
4,Đoàn Thanh Tâm,Thành viên Ban kiểm soát,TV BKS,2023-05-15,0.0003,40300,PSH
7,Hà Ngọc Thường,Thành viên Hội đồng Quản trị,TV HĐQT,2025-02-11,0.0002417,30500,PSH
3,Trần Quốc Đời,Phó Tổng Giám đốc,Phó TGĐ,2023-05-10,0.0002,20500,PSH
11,Phan Văn Quang,Phó Tổng Giám đốc,Phó TGĐ,2025-02-11,0.0001625,20500,PSH
12,Võ Thị Bông,Thành viên Ban kiểm soát,TV BKS,2025-02-11,8.08e-05,10200,PSH
13,Võ Như Thảo,Phụ trách Công bố thông tin,Phụ trách CBTT,2025-02-11,3.17e-05,4000,PSH
5,Lưu  Thị Tuyết Vân,Thành viên Ban kiểm soát,TV BKS,2024-05-31,1e-05,1300,PSH
1,Lý Thị Ánh Hồng,Thành viên Hội đồng Quản trị,TV HĐQT,2020-02-25,6e-07,76,PSH
9,Võ  Bích Trâm,Thành viên Hội đồng Quản trị,TV HĐQT,2025-02-11,0.0,0,PSH
8,Mai Văn Thành,Tổng Giám đốc,TGĐ,2025-02-11,0.0,0,PSH
2,Đỗ Thủy Tiên,Người phụ trách quản trị công ty,Người phụ trách quản trị công ty,2021-08-05,0.0,0,PSH
3,Trần Mạnh Dũng,Thành viên Hội đồng Quản trị,TV HĐQT,2015-09-14,0.0827142857,2895000,PSG
2,Phan Chí Trung,Chủ tịch Hội đồng Quản trị/Giám đốc,Chủ tịch HĐQT/GĐ,2015-09-14,0.0204,713750,PSG
5,Văn Mạnh Dũng,Phó Tổng Giám đốc,Phó TGĐ,2015-09-14,0.0012214285,42750,PSG
4,Trịnh Chí Công,Phó Tổng Giám đốc,Phó TGĐ,2015-09-14,0.0011,38500,PSG
9,Phạm Minh Cường,Thành viên Ban kiểm soát,TV BKS,2024-01-17,0.0,0,PSG
10,Lê Thị Minh Thu,Trưởng Ban kiểm soát,Trưởng BKS,2024-01-17,0.0,0,PSG
1,Phạm Đức Thiện,Kế toán trưởng,Kế toán trưởng,2015-09-14,0.0,0,PSG
11,Lê Thị Bích Tư,Thành viên Ban kiểm soát,TV BKS,2024-01-17,0.0,0,PSG
6,Nguyễn Quang Hưng,Thành viên Hội đồng Quản trị,TV HĐQT,2017-12-21,0.0,0,PSG
7,Trần Đạo Đức,Thành viên Hội đồng Quản trị/Phó Giám đốc,TV HĐQT/Phó GĐ,2024-01-17,0.0,0,PSG
8,Trịnh Xuân Hùng,Phó Tổng Giám đốc/Phó Chủ tịch Hội đồng Quản trị,Phó TGĐ/Phó Chủ tịch HĐQT,2024-01-17,0.0,0,PSG
10,Trịnh Văn Chương,Phó Giám đốc/Phụ trách Công bố thông tin,Phó GĐ/Phụ trách CBTT,2025-04-11,0.0015,19750,PSE
5,Phạm Hoài Hương,Trưởng Ban kiểm soát,Trưởng BKS,2023-08-23,0.000632,7900,PSE
8,Lê Thị Hoa Mỹ,Người phụ trách quản trị công ty,Người phụ trách quản trị công ty,2023-08-23,1.6e-05,200,PSE
4,Nguyễn Quang Tuấn,Thành viên Hội đồng thành viên,TV Hội đồng TV,2023-08-23,0.0,0,PSE
6,Lê Quỳnh Chang,Thành viên Ban kiểm soát,TV BKS,2023-08-23,0.0,0,PSE
7,Nguyễn Tiến Sỹ,Phó Giám đốc,Phó GĐ,2023-08-23,0.0,0,PSE
9,Nguyễn Xuân Đạt,Kế toán trưởng,Kế toán trưởng,2025-03-04,0.0,0,PSE
1,Phạm Thành Long,Thành viên Ban kiểm soát,TV BKS,2018-06-06,0.0,0,PSE
11,Lê Đức Thuận,Giám đốc/Thành viên Hội đồng Quản trị,GĐ/TV HĐQT,2025-04-15,0.0,0,PSE
2,Nguyễn Quang Tuấn,Thành viên Hội đồng Quản trị,TV HĐQT,2021-07-01,0.0,0,PSE
3,Phạm Hùng,Chủ tịch Hội đồng Quản trị,Chủ tịch HĐQT,2023-08-23,0.0,0,PSE
5,VŨ TIẾN DƯƠNG,Giám đốc,GĐ,2025-02-11,0.011,570200,PSD
7,Nguyễn Mạnh Lân,Phó Giám đốc,Phó GĐ,2025-02-11,0.0046,237047,PSD
6,TRẦN QUANG HUY,Trưởng Ban kiểm soát/Thành viên Ban kiểm soát,Trưởng BKS/TV BKS,2025-02-11,0.0014,72800,PSD
1,Đào Văn Đại,Chủ tịch Hội đồng Quản trị,Chủ tịch HĐQT,2015-09-14,7e-06,216,PSD
4,Nguyễn Thanh Huyền,Thành viên Ban kiểm soát,TV BKS,2020-06-04,0.0,0,PSD
3,Nguyễn Thị Thanh,Thành viên Hội đồng Quản trị,TV HĐQT,2019-09-09,0.0,0,PSD
2,Vũ Thành Chung,Phó Giám đốc,Phó GĐ,2017-03-14,0.0,0,PSD
8,PHAN HẢI ÂU,Kế toán trưởng,Kế toán trưởng,2025-02-11,0.0,0,PSD
9,Bùi Vũ Quỳnh Như,Thành viên Ban kiểm soát,TV BKS,2025-02-11,0.0,0,PSD
6,Phạm Chí Giao,Thành viên Hội đồng Quản trị,TV HĐQT,2025-02-18,0.0638889,460000,PSC
7,Nguyễn Xuân Thái,Thành viên Hội đồng Quản trị/Giám đốc,TV HĐQT/GĐ,2025-02-18,0.0125,90000,PSC
